DateTime,Luminosity (Lux),Voltage (Volts),Temprature (C),Dirty
2023-04-28 21:02:10,109,12.5,26.75,FALSE
2023-04-28 21:02:25,109,12.65,26.75,FALSE
2023-04-28 21:02:45,108,12.57,26.75,FALSE
2023-04-28 21:02:50,108,12.26,26.75,FALSE
2023-04-28 21:02:54,108,12.7,26.75,FALSE
2023-04-28 21:02:58,107,12.55,26.75,FALSE
2023-04-28 21:03:02,107,12.28,26.75,FALSE
2023-04-28 21:03:06,107,12.3,26.75,FALSE
2023-04-28 21:03:10,109,12.62,26.75,FALSE
2023-04-28 21:03:15,108,12.7,26.75,FALSE
2023-04-28 21:03:19,107,12.43,26.75,FALSE
2023-04-28 21:03:23,107,12.28,26.75,FALSE
2023-04-28 21:03:27,108,12.28,26.75,FALSE
2023-04-28 21:03:31,108,12.38,26.75,FALSE
2023-04-28 21:03:35,107,12.26,26.75,FALSE
2023-04-28 21:03:40,108,12.33,26.75,FALSE
2023-04-28 21:03:44,108,12.55,26.75,FALSE
2023-04-28 21:03:48,108,12.52,26.75,FALSE
2023-04-28 21:03:52,108,12.57,26.75,FALSE
2023-04-28 21:03:56,108,12.55,26.75,FALSE
2023-04-28 21:04:00,108,12.55,26.75,FALSE
2023-04-28 21:04:04,108,12.65,26.75,FALSE
2023-04-28 21:04:09,108,12.65,26.75,FALSE
2023-04-28 21:04:13,108,12.43,26.75,FALSE
2023-04-28 21:04:17,108,12.28,26.75,FALSE
2023-04-28 21:04:21,108,12.33,26.75,FALSE
2023-04-28 21:04:25,107,12.57,27,FALSE
2023-04-28 21:04:29,108,12.38,26.75,FALSE
2023-04-28 21:04:34,108,12.62,26.75,FALSE
2023-04-28 21:04:38,108,12.7,26.75,FALSE
2023-04-28 21:04:42,108,12.45,26.75,FALSE
2023-04-28 21:04:46,108,12.26,26.75,FALSE
2023-04-28 21:04:50,108,12.23,26.75,FALSE
2023-04-28 21:04:54,107,12.23,26.75,FALSE
2023-04-28 21:04:59,107,12.28,26.75,FALSE
2023-04-28 21:05:03,108,12.3,26.75,FALSE
2023-04-28 21:05:07,107,12.55,26.75,FALSE
2023-04-28 21:05:11,107,12.65,26.75,FALSE
2023-04-28 21:05:15,107,12.65,26.75,FALSE
2023-04-28 21:05:19,107,12.33,26.75,FALSE
2023-04-28 21:05:23,107,12.3,26.75,FALSE
2023-04-28 21:05:28,107,12.33,26.75,FALSE
2023-04-28 21:05:32,108,12.7,26.75,FALSE
2023-04-28 21:05:36,107,12.33,26.75,FALSE
2023-04-28 21:05:40,107,12.4,26.75,FALSE
2023-04-28 21:05:44,109,12.62,26.75,FALSE
2023-04-28 21:05:48,110,12.28,26.75,FALSE
2023-04-28 21:05:53,108,12.7,26.75,FALSE
2023-04-28 21:05:57,109,12.57,26.75,FALSE
2023-04-28 21:06:01,109,12.35,26.75,FALSE
2023-04-28 21:06:05,109,12.28,26.75,FALSE
2023-04-28 21:06:09,109,12.33,26.75,FALSE
2023-04-28 21:06:13,109,12.28,26.75,FALSE
2023-04-28 21:06:18,109,12.28,26.75,FALSE
2023-04-28 21:06:22,109,12.3,26.75,FALSE
2023-04-28 21:06:26,109,12.45,26.75,FALSE
2023-04-28 21:06:30,109,12.65,26.75,FALSE
2023-04-28 21:06:34,109,12.72,26.75,FALSE
2023-04-28 21:06:38,108,12.7,26.75,FALSE
2023-04-28 21:06:42,108,12.52,26.75,FALSE
2023-04-28 21:06:47,109,12.43,26.75,FALSE
2023-04-28 21:06:51,109,12.4,26.75,FALSE
2023-04-28 21:06:55,109,12.33,26.75,FALSE
2023-04-28 21:06:59,109,12.33,26.75,FALSE
2023-04-28 21:07:03,109,12.3,26.75,FALSE
2023-04-28 21:07:07,109,12.55,26.75,FALSE
2023-04-28 21:07:12,109,12.52,26.75,FALSE
2023-04-28 21:07:16,109,12.48,26.75,FALSE
2023-04-28 21:07:20,109,12.45,26.75,FALSE
2023-04-28 21:07:24,109,12.4,26.75,FALSE
2023-04-28 21:07:28,109,12.4,26.75,FALSE
2023-04-28 21:07:32,109,12.28,26.75,FALSE
2023-04-28 21:07:37,109,12.28,26.75,FALSE
2023-04-28 21:07:41,109,12.28,26.75,FALSE
2023-04-28 21:07:45,109,12.28,26.75,FALSE
2023-04-28 21:07:49,108,12.33,26.75,FALSE
2023-04-28 21:07:53,109,12.55,26.75,FALSE
2023-04-28 21:07:57,109,12.7,26.75,FALSE
2023-04-28 21:08:01,109,12.55,26.75,FALSE
2023-04-28 21:08:06,108,12.48,26.75,FALSE
2023-04-28 21:08:10,109,12.52,26.75,FALSE
2023-04-28 21:08:14,108,12.57,26.75,FALSE
2023-04-28 21:08:18,109,12.7,26.75,FALSE
2023-04-28 21:08:22,108,12.72,26.75,FALSE
2023-04-28 21:08:27,109,12.72,26.75,FALSE
2023-04-28 21:08:31,108,12.67,26.75,FALSE
2023-04-28 21:08:35,108,12.52,26.75,FALSE
2023-04-28 21:08:39,109,12.28,26.75,FALSE
2023-04-28 21:08:43,107,12.33,26.75,FALSE
2023-04-28 21:08:47,108,12.52,26.75,FALSE
2023-04-28 21:08:52,108,12.7,26.75,FALSE
2023-04-28 21:08:56,109,12.33,26.75,FALSE
2023-04-28 21:09:00,108,12.28,26.75,FALSE
2023-04-28 21:09:04,109,12.28,26.75,FALSE
2023-04-28 21:09:08,105,12.38,26.5,FALSE
2023-04-28 21:09:12,109,12.65,26.75,FALSE
2023-04-28 21:09:16,108,12.72,26.75,FALSE
2023-04-28 21:09:21,108,12.6,26.75,FALSE
2023-04-28 21:09:25,109,12.3,26.75,FALSE
2023-04-28 21:09:29,109,12.28,26.75,FALSE
2023-04-28 21:09:33,109,12.45,26.75,FALSE
2023-04-28 21:09:37,107,12.5,26.75,FALSE
2023-04-28 21:09:41,108,12.5,26.75,FALSE
2023-04-28 21:09:46,108,12.48,26.75,FALSE
2023-04-28 21:09:50,104,12.74,26.75,FALSE
2023-04-28 21:09:54,105,12.62,26.75,FALSE
2023-04-28 21:09:58,101,12.6,26.75,FALSE
2023-04-28 21:10:02,92,12.6,26.75,FALSE
2023-04-28 21:10:06,109,12.67,26.75,FALSE
2023-04-28 21:10:10,109,12.7,26.75,FALSE
2023-04-28 21:10:15,105,12.7,26.75,FALSE
2023-04-28 21:10:19,107,12.67,26.75,FALSE
2023-04-28 21:10:23,107,12.7,26.75,FALSE
2023-04-28 21:10:27,108,12.72,26.75,FALSE
2023-04-28 21:10:31,108,12.72,26.75,FALSE
2023-04-28 21:10:35,108,12.72,26.75,FALSE
2023-04-28 21:10:40,108,12.7,26.75,FALSE
2023-04-28 21:10:44,107,12.33,26.75,FALSE
2023-04-28 21:10:48,108,12.3,26.75,FALSE
2023-04-28 21:10:52,109,12.28,26.75,FALSE
2023-04-28 21:10:56,109,12.26,26.75,FALSE
2023-04-28 21:11:00,109,12.3,26.5,FALSE
2023-04-28 21:11:05,108,12.28,26.75,FALSE
2023-04-28 21:11:09,109,12.28,26.75,FALSE
2023-04-28 21:11:13,109,12.28,26.75,FALSE
2023-04-28 21:11:17,109,12.26,26.75,FALSE
2023-04-28 21:11:21,108,12.28,26.75,FALSE
2023-04-28 21:11:25,109,12.26,26.75,FALSE
2023-04-28 21:11:29,108,12.28,26.75,FALSE
2023-04-28 21:11:34,109,12.45,26.75,FALSE
2023-04-28 21:11:38,109,12.45,26.75,FALSE
2023-04-28 21:11:42,109,12.43,26.75,FALSE
2023-04-28 21:11:46,109,12.43,26.75,FALSE
2023-04-28 21:11:50,109,12.45,26.75,FALSE
2023-04-28 21:11:54,108,12.45,26.75,FALSE
2023-04-28 21:11:59,109,12.45,26.75,FALSE
2023-04-28 21:12:03,109,12.5,26.75,FALSE
2023-04-28 21:12:07,108,12.57,26.75,FALSE
2023-04-28 21:12:11,109,12.7,26.75,FALSE
2023-04-28 21:12:15,108,12.7,26.5,FALSE
2023-04-28 21:12:19,108,12.7,26.75,FALSE
2023-04-28 21:12:24,107,12.67,26.75,FALSE
2023-04-28 21:12:28,108,12.62,26.75,FALSE
2023-04-28 21:12:32,109,12.74,26.75,FALSE
2023-04-28 21:12:36,109,12.6,26.5,FALSE
2023-04-28 21:12:40,109,12.43,26.75,FALSE
2023-04-28 21:12:44,109,12.28,26.75,FALSE
2023-04-28 21:12:48,108,12.3,26.75,FALSE
2023-04-28 21:12:53,109,12.43,26.75,FALSE
2023-04-28 21:12:57,109,12.6,26.75,FALSE
2023-04-28 21:13:01,108,12.72,26.75,FALSE
2023-04-28 21:13:05,109,12.74,26.75,FALSE
2023-04-28 21:13:09,109,12.65,26.75,FALSE
2023-04-28 21:13:13,109,12.65,26.75,FALSE
2023-04-28 21:13:18,108,12.65,26.75,FALSE
2023-04-28 21:13:22,109,12.57,26.75,FALSE
2023-04-28 21:13:26,109,12.62,26.5,FALSE
2023-04-28 21:13:30,109,12.65,26.75,FALSE
2023-04-28 21:13:44,109,12.52,26.75,FALSE
2023-04-28 21:13:45,109,12.28,26.75,FALSE
2023-04-28 21:13:47,109,12.3,26.5,FALSE
2023-04-28 21:13:48,109,12.35,26.5,FALSE
2023-04-28 21:13:49,109,12.43,26.75,FALSE
2023-04-28 21:13:51,108,12.62,26.75,FALSE
2023-04-28 21:13:52,109,12.67,26.5,FALSE
2023-04-28 21:13:54,109,12.72,26.75,FALSE
2023-04-28 21:13:55,109,12.7,26.75,FALSE
2023-04-28 21:13:56,109,12.72,26.5,FALSE
2023-04-28 21:13:58,109,12.72,26.5,FALSE
2023-04-28 21:13:59,109,12.62,26.5,FALSE
2023-04-28 21:14:11,109,12.55,26,FALSE
2023-04-28 21:14:11,109,12.74,26,FALSE
2023-04-28 21:14:11,110,12.43,26,FALSE
2023-04-28 21:14:11,110,12.3,26,FALSE
2023-04-28 21:14:11,110,12.77,26,FALSE
2023-04-28 21:14:11,110,12.7,26,FALSE
2023-04-28 21:14:11,110,12.33,26,FALSE
2023-04-28 21:14:11,110,12.55,26,FALSE
2023-04-28 21:14:11,109,12.67,26.25,FALSE
2023-04-28 21:14:11,110,12.6,26.25,FALSE
2023-04-28 21:14:11,109,12.35,26.75,FALSE
2023-04-28 21:14:12,109,12.35,26,FALSE
2023-04-28 21:14:12,110,12.74,26,FALSE
2023-04-28 21:14:12,110,12.35,26,FALSE
2023-04-28 21:14:12,111,12.33,26,FALSE
2023-04-28 21:14:12,109,12.6,26.25,FALSE
2023-04-28 21:14:12,109,12.7,26.75,FALSE
2023-04-28 21:14:13,110,12.33,25.75,FALSE
2023-04-28 21:14:14,110,12.45,25.75,FALSE
2023-04-28 21:14:14,109,12.65,26,FALSE
2023-04-28 21:14:14,109,12.35,26,FALSE
2023-04-28 21:14:14,109,12.5,26,FALSE
2023-04-28 21:14:14,110,12.55,26,FALSE
2023-04-28 21:14:14,110,12.55,26,FALSE
2023-04-28 21:14:14,109,12.72,26.75,FALSE
2023-04-28 21:14:15,110,12.5,26,FALSE
2023-04-28 21:14:15,110,12.72,26,FALSE
2023-04-28 21:14:15,110,12.62,26,FALSE
2023-04-28 21:14:15,110,12.72,26,FALSE
2023-04-28 21:14:15,110,12.38,26.25,FALSE
2023-04-28 21:14:15,109,12.67,26.75,FALSE
2023-04-28 21:14:16,109,12.77,26,FALSE
2023-04-28 21:14:16,110,12.74,26,FALSE
2023-04-28 21:14:16,110,12.35,26,FALSE
2023-04-28 21:14:16,110,12.62,26,FALSE
2023-04-28 21:14:16,109,12.3,26.25,FALSE
2023-04-28 21:14:16,110,12.62,26.25,FALSE
2023-04-28 21:14:16,109,12.67,26.5,FALSE
2023-04-28 21:14:17,110,12.7,26,FALSE
2023-04-28 21:14:18,110,12.3,26,FALSE
2023-04-28 21:14:18,110,12.45,26,FALSE
2023-04-28 21:14:18,110,12.3,26,FALSE
2023-04-28 21:14:18,110,12.45,26.25,FALSE
2023-04-28 21:14:18,108,12.6,26.75,FALSE
2023-04-28 21:14:19,110,12.48,26,FALSE
2023-04-28 21:14:19,110,12.3,26,FALSE
2023-04-28 21:14:19,110,12.38,26.25,FALSE
2023-04-28 21:14:19,104,12.52,26.75,FALSE
2023-04-28 21:14:21,110,12.74,26,FALSE
2023-04-28 21:14:21,110,12.4,26.25,FALSE
2023-04-28 21:14:21,105,12.43,26.5,FALSE
2023-04-28 21:14:22,110,12.62,26,FALSE
2023-04-28 21:14:22,110,12.7,26,FALSE
2023-04-28 21:14:22,107,12.38,26.5,FALSE
2023-04-28 21:14:23,110,12.45,26,FALSE
2023-04-28 21:14:23,110,12.67,26,FALSE
2023-04-28 21:14:23,107,12.62,26.75,FALSE
2023-04-28 21:14:25,110,12.52,26.25,FALSE
2023-04-28 21:14:25,108,12.52,26.75,FALSE
2023-04-28 21:14:26,110,12.38,26,FALSE
2023-04-28 21:14:26,108,12.52,26.5,FALSE
2023-04-28 21:14:28,109,12.48,26.75,FALSE
2023-04-28 21:14:29,108,12.33,26.75,FALSE
2023-04-28 21:14:30,109,12.3,26.75,FALSE
2023-04-28 21:14:32,107,12.28,26.5,FALSE
2023-04-28 21:14:33,106,12.23,26.5,FALSE
2023-04-28 21:14:35,104,12.13,26.75,FALSE
2023-04-28 21:14:36,104,12.3,26.75,FALSE
2023-04-28 21:14:37,106,12.43,26.5,FALSE
2023-04-28 21:14:39,106,12.3,26.5,FALSE
2023-04-28 21:14:40,105,12.5,26.75,FALSE
2023-04-28 21:14:42,103,12.48,26.75,FALSE
2023-04-28 21:14:43,104,12.28,26.75,FALSE
2023-04-28 21:14:44,105,12.18,26.5,FALSE
2023-04-28 21:14:46,105,11.99,26.75,FALSE
2023-04-28 21:14:47,106,12.16,26.5,FALSE
2023-04-28 21:14:49,107,12.33,26.75,FALSE
2023-04-28 21:14:50,103,12.38,26.5,FALSE
2023-04-28 21:14:51,106,12.43,26.75,FALSE
2023-04-28 21:14:53,106,12.38,26.75,FALSE
2023-04-28 21:14:54,104,12.3,26.75,FALSE
2023-04-28 21:14:56,105,12.23,26.75,FALSE
2023-04-28 21:14:57,105,12.48,26.75,FALSE
2023-04-28 21:14:58,106,12.38,26.75,FALSE
2023-04-28 21:15:00,106,12.38,26.75,FALSE
2023-04-28 21:15:01,104,11.55,26.75,FALSE
2023-04-28 21:15:03,107,12.28,26.75,FALSE
2023-04-28 21:15:04,108,12.4,26.75,FALSE
2023-04-28 21:15:05,108,12.28,26.75,FALSE
2023-04-28 21:15:07,108,12.28,26.75,FALSE
2023-04-28 21:15:08,109,12.26,26.5,FALSE
2023-04-28 21:15:09,108,12.23,26.75,FALSE
2023-04-28 21:15:11,108,12.23,26.75,FALSE
2023-04-28 21:15:12,108,12.26,26.75,FALSE
2023-04-28 21:15:14,108,12.43,26.75,FALSE
2023-04-28 21:15:15,108,12.33,26.5,FALSE
2023-04-28 21:15:16,108,12.3,26.75,FALSE
2023-04-28 21:15:18,108,12.28,26.75,FALSE
2023-04-28 21:15:19,109,12.28,26.75,FALSE
2023-04-28 21:15:21,109,12.26,26.75,FALSE
2023-04-28 21:15:22,109,12.28,26.75,FALSE
2023-04-28 21:15:23,108,12.33,26.75,FALSE
2023-04-28 21:15:25,109,12.4,26.75,FALSE
2023-04-28 21:15:26,109,12.57,26.75,FALSE
2023-04-28 21:15:28,108,12.65,26.75,FALSE
2023-04-28 21:15:29,109,12.7,26.75,FALSE
2023-04-28 21:15:30,109,12.55,26.75,FALSE
2023-04-28 21:15:32,109,12.65,26.75,FALSE
2023-04-28 21:15:33,109,12.7,26.75,FALSE
2023-04-28 21:15:35,109,12.67,26.75,FALSE
2023-04-28 21:15:36,108,12.57,26.75,FALSE
2023-04-28 21:15:37,107,12.45,26.75,FALSE
2023-04-28 21:15:39,108,12.28,26.75,FALSE
2023-04-28 21:15:40,108,12.26,26.75,FALSE
2023-04-28 21:15:42,108,12.28,26.75,FALSE
2023-04-28 21:15:43,108,12.35,26.75,FALSE
2023-04-28 21:15:44,109,12.45,26.75,FALSE
2023-04-28 21:15:46,108,12.65,26.75,FALSE
2023-04-28 21:15:47,109,12.38,26.5,FALSE
2023-04-28 21:15:49,108,12.48,26.5,FALSE
2023-04-28 21:15:50,109,12.67,26.75,FALSE
2023-04-28 21:15:51,109,12.7,26.75,FALSE
2023-04-28 21:15:53,109,12.62,26.75,FALSE
2023-04-28 21:15:54,109,12.55,26.5,FALSE
2023-04-28 21:15:56,109,12.45,26.5,FALSE
2023-04-28 21:15:57,109,12.35,26.75,FALSE
2023-04-28 21:15:58,109,12.28,26.5,FALSE
2023-04-28 21:16:00,109,12.26,26.75,FALSE
2023-04-28 21:16:01,109,12.28,26.75,FALSE
2023-04-28 21:16:03,109,12.33,26.75,FALSE
2023-04-28 21:16:04,108,12.28,26.75,FALSE
2023-04-28 21:16:05,108,12.26,26.5,FALSE
2023-04-28 21:16:07,109,12.26,26.75,FALSE
2023-04-28 21:16:08,108,12.3,26.75,FALSE
2023-04-28 21:16:10,109,12.4,26.75,FALSE
2023-04-28 21:16:11,108,12.6,26.75,FALSE
2023-04-28 21:16:12,108,12.67,26.75,FALSE
2023-04-28 21:16:14,107,12.67,26.5,FALSE
2023-04-28 21:16:15,107,12.6,26.75,FALSE
2023-04-28 21:16:17,106,12.52,26.75,FALSE
2023-04-28 21:16:18,106,12.4,26.75,FALSE
2023-04-28 21:16:19,108,12.23,26.75,FALSE
2023-04-28 21:16:21,106,12.33,26.75,FALSE
2023-04-28 21:16:22,107,12.04,26.75,FALSE
2023-04-28 21:16:24,106,12.06,26.75,FALSE
2023-04-28 21:16:25,106,12.13,26.75,FALSE
2023-04-28 21:16:26,108,12.45,26.75,FALSE
2023-04-28 21:16:28,107,12.67,26.5,FALSE
2023-04-28 21:16:29,107,12.62,26.75,FALSE
2023-04-28 21:16:31,107,12.48,26.75,FALSE
2023-04-28 21:16:32,107,12.28,26.75,FALSE
2023-04-28 21:16:33,108,12.23,26.5,FALSE
2023-04-28 21:16:35,108,12.3,26.75,FALSE
2023-04-28 21:16:36,108,12.43,26.5,FALSE
2023-04-28 21:16:38,109,12.28,26.5,FALSE
2023-04-28 21:16:39,108,12.43,26.75,FALSE
2023-04-28 21:16:40,109,12.65,26.75,FALSE
2023-04-28 21:16:42,108,12.72,26.75,FALSE
2023-04-28 21:16:43,109,12.57,26.75,FALSE
2023-04-28 21:16:45,109,12.43,26.75,FALSE
2023-04-28 21:16:46,108,12.26,26.75,FALSE
2023-04-28 21:16:47,109,12.3,26.5,FALSE
2023-04-28 21:16:49,109,12.48,26.75,FALSE
2023-04-28 21:16:50,108,12.72,26.75,FALSE
2023-04-28 21:16:52,108,12.57,26.5,FALSE
2023-04-28 21:16:53,109,12.7,26.5,FALSE
2023-04-28 21:16:54,108,12.45,26.5,FALSE
2023-04-28 21:16:56,108,12.28,26.5,FALSE
2023-04-28 21:16:57,109,12.35,26.75,FALSE
2023-04-28 21:16:59,109,12.57,26.75,FALSE
2023-04-28 21:17:00,109,12.72,26.75,FALSE
2023-04-28 21:17:01,109,12.55,26.75,FALSE
2023-04-28 21:17:03,109,12.38,26.75,FALSE
2023-04-28 21:17:04,109,12.28,26.75,FALSE
2023-04-28 21:17:06,110,12.33,26.75,FALSE
2023-04-28 21:17:07,109,12.5,26.75,FALSE
2023-04-28 21:17:08,109,12.7,26.75,FALSE
2023-04-28 21:17:10,109,12.62,26.75,FALSE
2023-04-28 21:17:11,108,12.72,26.75,FALSE
2023-04-28 21:17:13,109,12.5,26.5,FALSE
2023-04-28 21:17:14,109,12.33,26.75,FALSE
2023-04-28 21:17:15,109,12.28,26.75,FALSE
2023-04-28 21:17:17,109,12.45,26.75,FALSE
2023-04-28 21:17:18,109,12.72,26.5,FALSE
2023-04-28 21:17:20,109,12.5,26.75,FALSE
2023-04-28 21:17:21,109,12.33,26.75,FALSE
2023-04-28 21:17:22,109,12.28,26.5,FALSE
2023-04-28 21:17:24,109,12.5,26.75,FALSE
2023-04-28 21:17:25,110,12.72,26.75,FALSE
2023-04-28 21:17:27,110,12.67,26.5,FALSE
2023-04-28 21:17:28,109,12.7,26.75,FALSE
2023-04-28 21:17:29,109,12.48,26.5,FALSE
2023-04-28 21:17:31,109,12.26,26.75,FALSE
2023-04-28 21:17:32,110,12.3,26.75,FALSE
2023-04-28 21:17:34,110,12.5,26.75,FALSE
2023-04-28 21:17:35,109,12.67,26.75,FALSE
2023-04-28 21:17:36,109,12.72,26.75,FALSE
2023-04-28 21:17:38,109,12.48,26.5,FALSE
2023-04-28 21:17:39,109,12.28,26.75,FALSE
2023-04-28 21:17:41,109,12.3,26.5,FALSE
2023-04-28 21:17:42,109,12.72,26.75,FALSE
2023-04-28 21:17:44,109,12.57,26.5,FALSE
2023-04-28 21:17:45,109,12.4,26.75,FALSE
2023-04-28 21:17:46,109,12.28,26.75,FALSE
2023-04-28 21:17:48,109,12.4,26.75,FALSE
2023-04-28 21:17:49,109,12.72,26.75,FALSE
2023-04-28 21:17:51,109,12.57,26.5,FALSE
2023-04-28 21:17:52,109,12.38,26.75,FALSE
2023-04-28 21:17:53,109,12.28,26.5,FALSE
2023-04-28 21:17:55,110,12.43,26.5,FALSE
2023-04-28 21:17:56,109,12.72,26.75,FALSE
2023-04-28 21:17:58,109,12.52,26.75,FALSE
2023-04-28 21:17:59,108,12.65,26.75,FALSE
2023-04-28 21:18:00,109,12.45,26.75,FALSE
2023-04-28 21:18:02,108,12.26,26.75,FALSE
2023-04-28 21:18:03,108,12.4,26.75,FALSE
2023-04-28 21:18:04,108,12.7,26.75,FALSE
2023-04-28 21:18:06,108,12.55,26.75,FALSE
2023-04-28 21:18:07,107,12.35,26.75,FALSE
2023-04-28 21:18:09,108,12.23,26.75,FALSE
2023-04-28 21:18:10,108,12.33,26.5,FALSE
2023-04-28 21:18:11,107,12.55,26.5,FALSE
2023-04-28 21:18:13,107,12.65,26.75,FALSE
2023-04-28 21:18:14,107,12.6,26.75,FALSE
2023-04-28 21:18:16,108,12.7,26.75,FALSE
2023-04-28 21:18:17,108,12.48,26.5,FALSE
2023-04-28 21:18:18,107,12.23,26.75,FALSE
2023-04-28 21:18:20,107,12.28,26.75,FALSE
2023-04-28 21:18:21,108,12.52,26.75,FALSE
2023-04-28 21:18:23,108,12.72,26.5,FALSE
2023-04-28 21:18:24,107,12.4,26.75,FALSE
2023-04-28 21:18:25,107,12.26,26.5,FALSE
2023-04-28 21:18:27,108,12.48,26.5,FALSE
2023-04-28 21:18:28,108,12.7,26.75,FALSE
2023-04-28 21:18:30,107,12.4,26.75,FALSE
2023-04-28 21:18:31,108,12.48,26.75,FALSE
2023-04-28 21:18:32,109,12.26,26.75,FALSE
2023-04-28 21:18:34,109,12.43,26.5,FALSE
2023-04-28 21:18:35,108,12.7,26.75,FALSE
2023-04-28 21:18:37,107,12.5,26.5,FALSE
2023-04-28 21:18:38,108,12.28,26.75,FALSE
2023-04-28 21:18:39,108,12.26,26.75,FALSE
2023-04-28 21:18:41,107,12.45,26.75,FALSE
2023-04-28 21:18:42,106,11.43,26.5,FALSE
2023-04-28 21:18:44,106,12.38,26.5,FALSE
2023-04-28 21:18:45,107,12.26,26.75,FALSE
2023-04-28 21:18:46,108,12.26,26.5,FALSE
2023-04-28 21:18:48,107,12.23,26.75,FALSE
2023-04-28 21:18:49,108,12.28,26.75,FALSE
2023-04-28 21:18:51,107,12.5,26.75,FALSE
2023-04-28 21:18:52,107,12.65,26.5,FALSE
2023-04-28 21:18:53,108,12.62,26.5,FALSE
2023-04-28 21:18:55,106,12.38,26.5,FALSE
2023-04-28 21:18:56,107,12.28,26.5,FALSE
2023-04-28 21:18:58,108,12.26,26.75,FALSE
2023-04-28 21:18:59,108,12.48,26.75,FALSE
2023-04-28 21:19:00,109,12.72,26.75,FALSE
2023-04-28 21:19:02,108,12.48,26.5,FALSE
2023-04-28 21:19:03,108,12.52,26.5,FALSE
2023-04-28 21:19:05,109,12.33,26.5,FALSE
2023-04-28 21:19:06,108,12.28,26.5,FALSE
2023-04-28 21:19:07,109,12.5,26.5,FALSE
2023-04-28 21:19:09,109,12.72,26.75,FALSE
2023-04-28 21:19:10,109,12.55,26.5,FALSE
2023-04-28 21:19:12,109,12.35,26.5,FALSE
2023-04-28 21:19:13,108,12.28,26.5,FALSE
2023-04-28 21:19:14,109,12.43,26.75,FALSE
2023-04-28 21:19:16,108,12.72,26.5,FALSE
2023-04-28 21:19:17,109,12.52,26.5,FALSE
2023-04-28 21:19:19,108,12.33,26.75,FALSE
2023-04-28 21:19:20,109,12.45,26.5,FALSE
2023-04-28 21:19:21,109,12.26,26.75,FALSE
2023-04-28 21:19:23,109,12.43,26.5,FALSE
2023-04-28 21:19:24,109,12.72,26.75,FALSE
2023-04-28 21:19:26,108,12.48,26.5,FALSE
2023-04-28 21:19:27,107,12.26,26.5,FALSE
2023-04-28 21:19:28,108,12.35,26.75,FALSE
2023-04-28 21:19:30,108,12.6,26.75,FALSE
2023-04-28 21:19:31,107,12.7,26.5,FALSE
2023-04-28 21:19:33,108,12.43,26.5,FALSE
2023-04-28 21:19:34,108,12.26,26.5,FALSE
2023-04-28 21:19:35,108,12.4,26.75,FALSE
2023-04-28 21:19:37,108,12.33,26.5,FALSE
2023-04-28 21:19:38,109,12.57,26.75,FALSE
2023-04-28 21:19:40,108,12.7,26.75,FALSE
2023-04-28 21:19:41,109,12.5,26.5,FALSE
2023-04-28 21:19:42,108,12.3,26.75,FALSE
2023-04-28 21:19:44,108,12.28,26.75,FALSE
2023-04-28 21:19:45,108,12.55,26.5,FALSE
2023-04-28 21:19:47,109,12.72,26.75,FALSE
2023-04-28 21:19:48,108,12.48,26.5,FALSE
2023-04-28 21:19:49,109,12.26,26.75,FALSE
2023-04-28 21:19:51,108,12.43,26.75,FALSE
2023-04-28 21:19:52,109,12.38,26.75,FALSE
2023-04-28 21:19:54,108,12.65,26.75,FALSE
2023-04-28 21:19:55,109,12.67,26.5,FALSE
2023-04-28 21:19:56,108,12.43,26.5,FALSE
2023-04-28 21:19:58,109,12.26,26.75,FALSE
2023-04-28 21:19:59,108,12.48,26.5,FALSE
2023-04-28 21:20:01,109,12.72,26.5,FALSE
2023-04-28 21:20:02,109,12.5,26.75,FALSE
2023-04-28 21:20:03,109,12.3,26.75,FALSE
2023-04-28 21:20:05,109,12.3,26.75,FALSE
2023-04-28 21:20:06,109,12.52,26.75,FALSE
2023-04-28 21:20:08,109,12.72,26.5,FALSE
2023-04-28 21:20:09,109,12.7,26.5,FALSE
2023-04-28 21:20:11,109,12.67,26.5,FALSE
2023-04-28 21:20:12,109,12.5,26.5,FALSE
2023-04-28 21:20:13,109,12.3,26.5,FALSE
2023-04-28 21:20:15,109,12.3,26.75,FALSE
2023-04-28 21:20:16,109,12.5,26.5,FALSE
2023-04-28 21:20:18,109,12.7,26.75,FALSE
2023-04-28 21:20:19,109,12.57,26.75,FALSE
2023-04-28 21:20:20,109,12.35,26.5,FALSE
2023-04-28 21:20:22,109,12.28,26.75,FALSE
2023-04-28 21:20:23,109,12.45,26.75,FALSE
2023-04-28 21:20:25,108,12.7,26.75,FALSE
2023-04-28 21:20:26,103,12.55,26.5,FALSE
2023-04-28 21:20:27,105,11.21,26.75,FALSE
2023-04-28 21:20:29,105,10.99,26.5,FALSE
2023-04-28 21:20:30,106,12.3,26.75,FALSE
2023-04-28 21:20:32,108,12.67,26.5,FALSE
2023-04-28 21:20:33,108,12.62,26.75,FALSE
2023-04-28 21:20:34,108,12.38,26.5,FALSE
2023-04-28 21:34:02,19,4.1,15.5,FALSE
2023-04-28 21:34:02,110,12.57,26.25,FALSE
2023-04-28 21:34:03,776,18.73,15.75,FALSE
2023-04-28 21:34:03,1356,17.9,16.25,FALSE
2023-04-28 21:34:03,2028,18.9,16.5,FALSE
2023-04-28 21:34:03,5186,21.04,19.25,FALSE
2023-04-28 21:34:03,1526,20.09,21.25,FALSE
